"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAC","TRSAC","TO_M","TO","TO_NN","TO_N","TO_F","TO_F_IF","TO_FT","TO_NT","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","RMM","TMM","TMN","TMG"
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3,67,14,0,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,2631459,3110.697,1.28,1551270.42,1982.46,24.5,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,7,15,20,404,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,2631459,3110.697,1.28,278130.67,355.44,11.8,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,14,7,3,67,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,2631459,3110.697,1.28,1273139.75,1627.02,49,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,20,5,4,15,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,2631459,3110.697,1.28,0,0,46.28,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3,27,17095,7,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,2631459,3110.697,1.28,0,0,2.72,0.01
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,4,13,3065,5,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,2631459,3110.697,1.28,0,0,6.35,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,17095,54,14030,27,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,2631459,3110.697,1.28,0,0,12.7,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3065,51,0,13,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,2631459,3110.697,1.28,36660.62,46.85,18.15,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,14030,3,0,54,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,2631459,3110.697,1.28,6079.85,7.77,2.72,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,0,7,0,51,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,2631459,3110.697,1.28,1361.16,1.74,3.63,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,0,14,0,3,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,2631459,3110.697,1.28,635.21,0.81,15512.7,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,0,20,404,7,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,2631459,3110.697,1.28,453.72,0.58,2781.31,0.01
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,0,3,67,14,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,2631459,3110.697,1.28,2450.09,3.13,12731.4,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,404,4,15,20,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,2631459,3110.697,1.28,1179.67,1.51,0,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,67,17095,7,3,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,2631459,3110.697,1.28,4900.18,6.26,0,5.24
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,15,3065,5,4,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,2631459,3110.697,1.28,4627.95,5.91,0,0.94
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,7,14030,27,17095,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,2631459,3110.697,1.28,272.23,0.35,0,4.3
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,5,0,13,3065,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,2631459,3110.697,1.28,635.21,0.81,366.61,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,27,0,54,14030,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,2631459,3110.697,1.28,1270.42,1.62,60.8,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,13,0,51,0,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,2631459,3110.697,1.28,1814.88,2.32,13.61,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,54,0,3,0,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,2631459,3110.697,1.28,272.23,0.35,6.35,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,51,404,7,0,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,2631459,3110.697,1.28,362.98,0.46,4.54,0.12
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3,67,14,0,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,2631459,3110.697,1.28,1551270.42,1982.46,24.5,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,7,15,20,404,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,2631459,3110.697,1.28,278130.67,355.44,11.8,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,14,7,3,67,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,2631459,3110.697,1.28,1273139.75,1627.02,49,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,20,5,4,15,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,13,3065,2631459,3110.697,1.28,0,0,46.28,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3,27,17095,7,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,54,14030,2631459,3110.697,1.28,0,0,2.72,0.01
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,4,13,3065,5,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,51,0,2631459,3110.697,1.28,0,0,6.35,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,17095,54,14030,27,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,3,0,2631459,3110.697,1.28,0,0,12.7,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,3065,51,0,13,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,7,0,2631459,3110.697,1.28,36660.62,46.85,18.15,0.02
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,14030,3,0,54,27,17095,7,3,67,14,0,3,0,54,14030,27,17095,7,3,67,14,0,2631459,3110.697,1.28,6079.85,7.77,2.72,0
2015,"UF",51,3265486,3035122,1549536,1485586,779635,1753685,501802,381360,862311,241915,"0,77","0,725","0,695","0,756",1102,0,383,55983,4064,8077,1191,56673,476,56673,2262,1537,35257,NA,NA,NA,25.55,6.34,0,55715,0,220,28962,5726,29110,5935,4676,25,0,5147,7,0,17415,4353,34510,0,3284,48759,1927,38180,1115,1927,38180,1115,NA,NA,NA,38.43,2.08,1102,0,383,8027,1269,55983,0,4676,25,0,4064,8077,1191,56673,476,56673,2262,1537,35257,0,7,5147,17415,0,4353,8027,1269,34510,13771,0,3284,48759,55715,0,220,2920,3225,3530,3199.12,537.73,28962,5726,169,29110,5935,0,7,0,51,13,3065,5,4,15,20,404,7,0,51,0,13,3065,5,4,15,20,404,2631459,3110.697,1.28,1361.16,1.74,3.63,0
